"","season","date","team","game_num"
"14077","2010-2011","2011-02-28","DEN",61
"14078","2010-2011","2011-02-28","LAC",61
"14079","2010-2011","2011-02-28","PHO",58
"14080","2010-2011","2011-02-28","SAC",58
"14081","2010-2011","2011-02-28","UTA",61
"14082","2010-2011","2011-02-28","WAS",59
"14083","2010-2011","2011-03-01","DAL",60
"14084","2010-2011","2011-03-01","DET",62
"14085","2010-2011","2011-03-01","GSW",59
"14086","2010-2011","2011-03-01","HOU",62
"14087","2010-2011","2011-03-01","IND",59
"14088","2010-2011","2011-03-01","LAL",62
"14089","2010-2011","2011-03-01","MEM",62
"14090","2010-2011","2011-03-01","MIL",59
"14091","2010-2011","2011-03-01","MIN",61
"14092","2010-2011","2011-03-01","NOH",62
"14093","2010-2011","2011-03-01","NYK",58
"14094","2010-2011","2011-03-01","ORL",61
"14095","2010-2011","2011-03-01","PHI",60
"14096","2010-2011","2011-03-01","POR",60
"14097","2010-2011","2011-03-01","SAS",60
"14098","2010-2011","2011-03-01","TOR",61
"14099","2010-2011","2011-03-02","ATL",61
"14100","2010-2011","2011-03-02","BOS",59
"14101","2010-2011","2011-03-02","CHA",60
"14102","2010-2011","2011-03-02","CHI",59
"14103","2010-2011","2011-03-02","CLE",60
"14104","2010-2011","2011-03-02","DEN",62
"14105","2010-2011","2011-03-02","DET",63
"14106","2010-2011","2011-03-02","GSW",60
"14107","2010-2011","2011-03-02","HOU",63
"14108","2010-2011","2011-03-02","IND",60
"14109","2010-2011","2011-03-02","LAC",62
"14110","2010-2011","2011-03-02","MIN",62
"14111","2010-2011","2011-03-02","NOH",63
"14112","2010-2011","2011-03-02","NYK",59
"14113","2010-2011","2011-03-02","OKC",59
"14114","2010-2011","2011-03-02","PHO",59
"14115","2010-2011","2011-03-02","POR",61
"14116","2010-2011","2011-03-02","SAC",59
"14117","2010-2011","2011-03-02","SAS",61
"14118","2010-2011","2011-03-02","WAS",60
"14119","2010-2011","2011-03-03","DEN",63
"14120","2010-2011","2011-03-03","MIA",61
"14121","2010-2011","2011-03-03","ORL",62
"14122","2010-2011","2011-03-03","UTA",62
"14123","2010-2011","2011-03-04","ATL",62
"14124","2010-2011","2011-03-04","BOS",60
"14125","2010-2011","2011-03-04","BRK",61
"14126","2010-2011","2011-03-04","CHA",61
"14127","2010-2011","2011-03-04","CHI",60
"14128","2010-2011","2011-03-04","CLE",61
"14129","2010-2011","2011-03-04","DAL",61
"14130","2010-2011","2011-03-04","GSW",61
"14131","2010-2011","2011-03-04","IND",61
"14132","2010-2011","2011-03-04","LAL",63
"14133","2010-2011","2011-03-04","MEM",63
"14134","2010-2011","2011-03-04","MIA",62
"14135","2010-2011","2011-03-04","MIL",60
"14136","2010-2011","2011-03-04","MIN",63
"14137","2010-2011","2011-03-04","NOH",64
"14138","2010-2011","2011-03-04","NYK",60
"14139","2010-2011","2011-03-04","OKC",60
"14140","2010-2011","2011-03-04","ORL",63
"14141","2010-2011","2011-03-04","PHI",61
"14142","2010-2011","2011-03-04","PHO",60
"14143","2010-2011","2011-03-04","SAS",62
"14144","2010-2011","2011-03-04","TOR",62
"14145","2010-2011","2011-03-05","BRK",62
"14146","2010-2011","2011-03-05","CHA",62
"14147","2010-2011","2011-03-05","DEN",64
"14148","2010-2011","2011-03-05","HOU",64
"14149","2010-2011","2011-03-05","IND",62
"14150","2010-2011","2011-03-05","LAC",63
"14151","2010-2011","2011-03-05","MIN",64
"14152","2010-2011","2011-03-05","POR",62
"14153","2010-2011","2011-03-05","SAC",60
"14154","2010-2011","2011-03-05","TOR",63
"14155","2010-2011","2011-03-05","UTA",63
"14156","2010-2011","2011-03-05","WAS",61
"14157","2010-2011","2011-03-06","ATL",63
"14158","2010-2011","2011-03-06","BOS",61
"14159","2010-2011","2011-03-06","CHI",61
"14160","2010-2011","2011-03-06","CLE",62
"14161","2010-2011","2011-03-06","DAL",62
"14162","2010-2011","2011-03-06","DET",64
"14163","2010-2011","2011-03-06","GSW",62
"14164","2010-2011","2011-03-06","LAL",64
"14165","2010-2011","2011-03-06","MEM",64
"14166","2010-2011","2011-03-06","MIA",63
"14167","2010-2011","2011-03-06","MIL",61
"14168","2010-2011","2011-03-06","NOH",65
"14169","2010-2011","2011-03-06","NYK",61
"14170","2010-2011","2011-03-06","OKC",61
"14171","2010-2011","2011-03-06","PHI",62
"14172","2010-2011","2011-03-06","PHO",61
"14173","2010-2011","2011-03-06","SAS",63
"14174","2010-2011","2011-03-06","WAS",62
"14175","2010-2011","2011-03-07","CHA",63
"14176","2010-2011","2011-03-07","CHI",62
"14177","2010-2011","2011-03-07","DAL",63
"14178","2010-2011","2011-03-07","HOU",65
"14179","2010-2011","2011-03-07","LAC",64
"14180","2010-2011","2011-03-07","MEM",65
"14181","2010-2011","2011-03-07","MIN",65
"14182","2010-2011","2011-03-07","NOH",66
"14183","2010-2011","2011-03-07","NYK",62
"14184","2010-2011","2011-03-07","OKC",62
"14185","2010-2011","2011-03-07","ORL",64
"14186","2010-2011","2011-03-07","POR",63
"14187","2010-2011","2011-03-07","SAC",61
"14188","2010-2011","2011-03-07","UTA",64
"14189","2010-2011","2011-03-08","ATL",64
"14190","2010-2011","2011-03-08","CLE",63
"14191","2010-2011","2011-03-08","GSW",63
"14192","2010-2011","2011-03-08","HOU",66
"14193","2010-2011","2011-03-08","IND",63
"14194","2010-2011","2011-03-08","LAL",65
"14195","2010-2011","2011-03-08","MIA",64
"14196","2010-2011","2011-03-08","MIL",62
"14197","2010-2011","2011-03-08","PHI",63
"14198","2010-2011","2011-03-08","PHO",62
"14199","2010-2011","2011-03-08","POR",64
"14200","2010-2011","2011-03-08","WAS",63
"14201","2010-2011","2011-03-09","BOS",62
"14202","2010-2011","2011-03-09","BRK",63
"14203","2010-2011","2011-03-09","CHA",64
"14204","2010-2011","2011-03-09","CHI",63
"14205","2010-2011","2011-03-09","CLE",64
"14206","2010-2011","2011-03-09","DAL",64
"14207","2010-2011","2011-03-09","DET",65
"14208","2010-2011","2011-03-09","GSW",64
"14209","2010-2011","2011-03-09","IND",64
"14210","2010-2011","2011-03-09","LAC",65
"14211","2010-2011","2011-03-09","MEM",66
"14212","2010-2011","2011-03-09","MIL",63
"14213","2010-2011","2011-03-09","MIN",66
"14214","2010-2011","2011-03-09","NOH",67
"14215","2010-2011","2011-03-09","NYK",63
"14216","2010-2011","2011-03-09","OKC",63
"14217","2010-2011","2011-03-09","ORL",65
"14218","2010-2011","2011-03-09","PHI",64
"14219","2010-2011","2011-03-09","SAC",62
"14220","2010-2011","2011-03-09","SAS",64
"14221","2010-2011","2011-03-09","TOR",64
"14222","2010-2011","2011-03-09","UTA",65
"14223","2010-2011","2011-03-10","DAL",65
"14224","2010-2011","2011-03-10","DEN",65
"14225","2010-2011","2011-03-10","LAL",66
"14226","2010-2011","2011-03-10","MIA",65
"14227","2010-2011","2011-03-10","NYK",64
"14228","2010-2011","2011-03-10","PHO",63
"14229","2010-2011","2011-03-11","ATL",65
"14230","2010-2011","2011-03-11","BOS",63
"14231","2010-2011","2011-03-11","BRK",64
"14232","2010-2011","2011-03-11","CHA",65
"14233","2010-2011","2011-03-11","CHI",64
"14234","2010-2011","2011-03-11","DET",66
"14235","2010-2011","2011-03-11","GSW",65
"14236","2010-2011","2011-03-11","IND",65
"14237","2010-2011","2011-03-11","LAC",66
"14238","2010-2011","2011-03-11","MIN",67
"14239","2010-2011","2011-03-11","OKC",64
"14240","2010-2011","2011-03-11","ORL",66
"14241","2010-2011","2011-03-11","PHI",65
"14242","2010-2011","2011-03-11","POR",65
"14243","2010-2011","2011-03-11","SAC",63
"14244","2010-2011","2011-03-11","SAS",65
"14245","2010-2011","2011-03-11","TOR",65
"14246","2010-2011","2011-03-11","UTA",66
"14247","2010-2011","2011-03-12","ATL",66
"14248","2010-2011","2011-03-12","CHI",65
"14249","2010-2011","2011-03-12","DAL",66
"14250","2010-2011","2011-03-12","DEN",66
"14251","2010-2011","2011-03-12","DET",67
"14252","2010-2011","2011-03-12","HOU",67
"14253","2010-2011","2011-03-12","LAC",67
"14254","2010-2011","2011-03-12","LAL",67
"14255","2010-2011","2011-03-12","MEM",67
"14256","2010-2011","2011-03-12","MIA",66
"14257","2010-2011","2011-03-12","MIL",64
"14258","2010-2011","2011-03-12","NOH",68
"14259","2010-2011","2011-03-12","PHI",66
"14260","2010-2011","2011-03-12","POR",66
"14261","2010-2011","2011-03-12","SAC",64
"14262","2010-2011","2011-03-12","SAS",66
"14263","2010-2011","2011-03-12","UTA",67
"14264","2010-2011","2011-03-12","WAS",64
"14265","2010-2011","2011-03-13","BOS",64
"14266","2010-2011","2011-03-13","CHA",66
"14267","2010-2011","2011-03-13","CLE",65
"14268","2010-2011","2011-03-13","GSW",66
"14269","2010-2011","2011-03-13","IND",66
"14270","2010-2011","2011-03-13","MIL",65
"14271","2010-2011","2011-03-13","MIN",68
"14272","2010-2011","2011-03-13","NYK",65
"14273","2010-2011","2011-03-13","OKC",65
"14274","2010-2011","2011-03-13","ORL",67
"14275","2010-2011","2011-03-13","PHO",64
"14276","2010-2011","2011-03-13","TOR",66
"14277","2010-2011","2011-03-14","BOS",65
"14278","2010-2011","2011-03-14","BRK",65
"14279","2010-2011","2011-03-14","DEN",67
"14280","2010-2011","2011-03-14","GSW",67
"14281","2010-2011","2011-03-14","HOU",68
"14282","2010-2011","2011-03-14","LAC",68
"14283","2010-2011","2011-03-14","LAL",68
"14284","2010-2011","2011-03-14","MEM",68
"14285","2010-2011","2011-03-14","MIA",67
"14286","2010-2011","2011-03-14","NOH",69
"14287","2010-2011","2011-03-14","OKC",66
"14288","2010-2011","2011-03-14","ORL",68
"14289","2010-2011","2011-03-14","PHI",67
"14290","2010-2011","2011-03-14","PHO",65
"14291","2010-2011","2011-03-14","SAC",65
"14292","2010-2011","2011-03-14","SAS",67
"14293","2010-2011","2011-03-14","UTA",68
"14294","2010-2011","2011-03-14","WAS",65
"14295","2010-2011","2011-03-15","ATL",67
"14296","2010-2011","2011-03-15","CHI",66
"14297","2010-2011","2011-03-15","DAL",67
"14298","2010-2011","2011-03-15","IND",67
"14299","2010-2011","2011-03-15","MIL",66
"14300","2010-2011","2011-03-15","NYK",66
"14301","2010-2011","2011-03-15","POR",67
"14302","2010-2011","2011-03-15","WAS",66
"14303","2010-2011","2011-03-16","ATL",68
"14304","2010-2011","2011-03-16","BOS",66
"14305","2010-2011","2011-03-16","CHA",67
"14306","2010-2011","2011-03-16","CLE",66
"14307","2010-2011","2011-03-16","DAL",68
"14308","2010-2011","2011-03-16","DEN",68
"14309","2010-2011","2011-03-16","DET",68
"14310","2010-2011","2011-03-16","GSW",68
"14311","2010-2011","2011-03-16","HOU",69
"14312","2010-2011","2011-03-16","IND",68
"14313","2010-2011","2011-03-16","LAC",69
"14314","2010-2011","2011-03-16","MIA",68
"14315","2010-2011","2011-03-16","MIL",67
"14316","2010-2011","2011-03-16","MIN",69
"14317","2010-2011","2011-03-16","NOH",70
"14318","2010-2011","2011-03-16","OKC",67
"14319","2010-2011","2011-03-16","ORL",69
"14320","2010-2011","2011-03-16","PHI",68
"14321","2010-2011","2011-03-16","PHO",66
"14322","2010-2011","2011-03-16","SAC",66
"14323","2010-2011","2011-03-16","TOR",67
"14324","2010-2011","2011-03-16","UTA",69
"14325","2010-2011","2011-03-17","BRK",66
"14326","2010-2011","2011-03-17","CHI",67
"14327","2010-2011","2011-03-17","CLE",67
"14328","2010-2011","2011-03-17","MEM",69
"14329","2010-2011","2011-03-17","NYK",67
"14330","2010-2011","2011-03-17","POR",68
"14331","2010-2011","2011-03-18","ATL",69
"14332","2010-2011","2011-03-18","BOS",67
"14333","2010-2011","2011-03-18","BRK",67
"14334","2010-2011","2011-03-18","CHA",68
"14335","2010-2011","2011-03-18","CHI",68
"14336","2010-2011","2011-03-18","DAL",69
"14337","2010-2011","2011-03-18","DEN",69
"14338","2010-2011","2011-03-18","DET",69
"14339","2010-2011","2011-03-18","GSW",69
"14340","2010-2011","2011-03-18","HOU",70
"14341","2010-2011","2011-03-18","IND",69
"14342","2010-2011","2011-03-18","LAL",69
"14343","2010-2011","2011-03-18","MIA",69
"14344","2010-2011","2011-03-18","MIL",68
"14345","2010-2011","2011-03-18","MIN",70
"14346","2010-2011","2011-03-18","NYK",68
"14347","2010-2011","2011-03-18","OKC",68
"14348","2010-2011","2011-03-18","ORL",70
"14349","2010-2011","2011-03-18","PHI",69
"14350","2010-2011","2011-03-18","PHO",67
"14351","2010-2011","2011-03-18","SAC",67
"14352","2010-2011","2011-03-18","SAS",68
"14353","2010-2011","2011-03-18","TOR",68
"14354","2010-2011","2011-03-18","WAS",67
"14355","2010-2011","2011-03-19","BOS",68
"14356","2010-2011","2011-03-19","CHA",69
"14357","2010-2011","2011-03-19","CLE",68
"14358","2010-2011","2011-03-19","DEN",70
"14359","2010-2011","2011-03-19","IND",70
"14360","2010-2011","2011-03-19","LAC",70
"14361","2010-2011","2011-03-19","MEM",70
"14362","2010-2011","2011-03-19","MIA",70
"14363","2010-2011","2011-03-19","NOH",71
"14364","2010-2011","2011-03-19","PHI",70
"14365","2010-2011","2011-03-19","POR",69
"14366","2010-2011","2011-03-19","SAS",69
"14367","2010-2011","2011-03-20","ATL",70
"14368","2010-2011","2011-03-20","BRK",68
"14369","2010-2011","2011-03-20","DAL",70
"14370","2010-2011","2011-03-20","DET",70
"14371","2010-2011","2011-03-20","GSW",70
"14372","2010-2011","2011-03-20","HOU",71
"14373","2010-2011","2011-03-20","LAC",71
"14374","2010-2011","2011-03-20","LAL",70
"14375","2010-2011","2011-03-20","MIL",69
"14376","2010-2011","2011-03-20","MIN",71
"14377","2010-2011","2011-03-20","NYK",69
"14378","2010-2011","2011-03-20","OKC",69
"14379","2010-2011","2011-03-20","PHO",68
"14380","2010-2011","2011-03-20","POR",70
"14381","2010-2011","2011-03-20","SAC",68
"14382","2010-2011","2011-03-20","TOR",69
"14383","2010-2011","2011-03-20","UTA",70
"14384","2010-2011","2011-03-20","WAS",68
"14385","2010-2011","2011-03-21","BOS",69
"14386","2010-2011","2011-03-21","BRK",69
"14387","2010-2011","2011-03-21","CHI",69
"14388","2010-2011","2011-03-21","CLE",69
"14389","2010-2011","2011-03-21","DEN",71
"14390","2010-2011","2011-03-21","GSW",71
"14391","2010-2011","2011-03-21","IND",71
"14392","2010-2011","2011-03-21","MEM",71
"14393","2010-2011","2011-03-21","NYK",70
"14394","2010-2011","2011-03-21","ORL",71
"14395","2010-2011","2011-03-21","SAC",69
"14396","2010-2011","2011-03-21","SAS",70
"14397","2010-2011","2011-03-21","TOR",70
"14398","2010-2011","2011-03-21","UTA",71
"14399","2010-2011","2011-03-22","ATL",71
"14400","2010-2011","2011-03-22","CHI",70
"14401","2010-2011","2011-03-22","LAL",71
"14402","2010-2011","2011-03-22","PHO",69
"14403","2010-2011","2011-03-22","POR",71
"14404","2010-2011","2011-03-22","WAS",69
"14405","2010-2011","2011-03-23","ATL",72
"14406","2010-2011","2011-03-23","BOS",70
"14407","2010-2011","2011-03-23","BRK",70
"14408","2010-2011","2011-03-23","CHA",70
"14409","2010-2011","2011-03-23","CLE",70
"14410","2010-2011","2011-03-23","DEN",72
"14411","2010-2011","2011-03-23","DET",71
"14412","2010-2011","2011-03-23","GSW",72
"14413","2010-2011","2011-03-23","HOU",72
"14414","2010-2011","2011-03-23","IND",72
"14415","2010-2011","2011-03-23","LAC",72
"14416","2010-2011","2011-03-23","MEM",72
"14417","2010-2011","2011-03-23","MIA",71
"14418","2010-2011","2011-03-23","MIL",70
"14419","2010-2011","2011-03-23","NYK",71
"14420","2010-2011","2011-03-23","OKC",70
"14421","2010-2011","2011-03-23","ORL",72
"14422","2010-2011","2011-03-23","PHI",71
"14423","2010-2011","2011-03-23","PHO",70
"14424","2010-2011","2011-03-23","SAC",70
"14425","2010-2011","2011-03-23","SAS",71
"14426","2010-2011","2011-03-23","TOR",71
"14427","2010-2011","2011-03-23","UTA",72
"14428","2010-2011","2011-03-23","WAS",70
"14429","2010-2011","2011-03-24","DAL",71
"14430","2010-2011","2011-03-24","MIN",72
"14431","2010-2011","2011-03-24","NOH",72
"14432","2010-2011","2011-03-24","UTA",73
"14433","2010-2011","2011-03-25","BOS",71
"14434","2010-2011","2011-03-25","BRK",71
"14435","2010-2011","2011-03-25","CHA",71
"14436","2010-2011","2011-03-25","CHI",71
"14437","2010-2011","2011-03-25","CLE",71
"14438","2010-2011","2011-03-25","DEN",73
"14439","2010-2011","2011-03-25","DET",72
"14440","2010-2011","2011-03-25","GSW",73
"14441","2010-2011","2011-03-25","IND",73
"14442","2010-2011","2011-03-25","LAC",73
"14443","2010-2011","2011-03-25","LAL",72
"14444","2010-2011","2011-03-25","MEM",73
"14445","2010-2011","2011-03-25","MIA",72
"14446","2010-2011","2011-03-25","MIL",71
"14447","2010-2011","2011-03-25","MIN",73
"14448","2010-2011","2011-03-25","NOH",73
"14449","2010-2011","2011-03-25","NYK",72
"14450","2010-2011","2011-03-25","OKC",71
"14451","2010-2011","2011-03-25","ORL",73
"14452","2010-2011","2011-03-25","PHI",72
"14453","2010-2011","2011-03-25","PHO",71
"14454","2010-2011","2011-03-25","POR",72
"14455","2010-2011","2011-03-25","SAC",71
"14456","2010-2011","2011-03-25","SAS",72
"14457","2010-2011","2011-03-25","TOR",72
"14458","2010-2011","2011-03-25","WAS",71
"14459","2010-2011","2011-03-26","ATL",73
"14460","2010-2011","2011-03-26","BRK",72
"14461","2010-2011","2011-03-26","CHA",72
"14462","2010-2011","2011-03-26","CHI",72
"14463","2010-2011","2011-03-26","DAL",72
"14464","2010-2011","2011-03-26","DET",73
"14465","2010-2011","2011-03-26","IND",74
"14466","2010-2011","2011-03-26","LAC",74
"14467","2010-2011","2011-03-26","MIL",72
"14468","2010-2011","2011-03-26","NYK",73
"14469","2010-2011","2011-03-26","TOR",73
"14470","2010-2011","2011-03-26","UTA",74
"14471","2010-2011","2011-03-27","ATL",74
"14472","2010-2011","2011-03-27","BOS",72
"14473","2010-2011","2011-03-27","CLE",72
"14474","2010-2011","2011-03-27","DAL",73
"14475","2010-2011","2011-03-27","GSW",74
"14476","2010-2011","2011-03-27","HOU",73
"14477","2010-2011","2011-03-27","LAL",73
"14478","2010-2011","2011-03-27","MEM",74
"14479","2010-2011","2011-03-27","MIA",73
"14480","2010-2011","2011-03-27","MIN",74
"14481","2010-2011","2011-03-27","NOH",74
"14482","2010-2011","2011-03-27","OKC",72
"14483","2010-2011","2011-03-27","PHI",73
"14484","2010-2011","2011-03-27","PHO",72
"14485","2010-2011","2011-03-27","POR",73
"14486","2010-2011","2011-03-27","SAC",72
"14487","2010-2011","2011-03-27","SAS",73
"14488","2010-2011","2011-03-27","WAS",72
"14489","2010-2011","2011-03-28","BOS",73
"14490","2010-2011","2011-03-28","CHA",73
"14491","2010-2011","2011-03-28","CHI",73
"14492","2010-2011","2011-03-28","IND",75
"14493","2010-2011","2011-03-28","MIL",73
"14494","2010-2011","2011-03-28","NYK",74
"14495","2010-2011","2011-03-28","ORL",74
"14496","2010-2011","2011-03-28","PHI",74
"14497","2010-2011","2011-03-28","POR",74
"14498","2010-2011","2011-03-28","SAS",74
"14499","2010-2011","2011-03-28","UTA",75
"14500","2010-2011","2011-03-28","WAS",73
"14501","2010-2011","2011-03-29","BRK",73
"14502","2010-2011","2011-03-29","CLE",73
"14503","2010-2011","2011-03-29","GSW",75
"14504","2010-2011","2011-03-29","HOU",74
"14505","2010-2011","2011-03-29","MIA",74
"14506","2010-2011","2011-03-29","OKC",73
"14507","2010-2011","2011-03-29","PHO",73
"14508","2010-2011","2011-03-29","SAC",73
"14509","2010-2011","2011-03-30","ATL",75
"14510","2010-2011","2011-03-30","BRK",74
"14511","2010-2011","2011-03-30","CHA",74
"14512","2010-2011","2011-03-30","CHI",74
"14513","2010-2011","2011-03-30","CLE",74
"14514","2010-2011","2011-03-30","DAL",74
"14515","2010-2011","2011-03-30","DEN",74
"14516","2010-2011","2011-03-30","DET",74
"14517","2010-2011","2011-03-30","GSW",76
"14518","2010-2011","2011-03-30","HOU",75
"14519","2010-2011","2011-03-30","IND",76
"14520","2010-2011","2011-03-30","LAC",75
"14521","2010-2011","2011-03-30","MEM",75
"14522","2010-2011","2011-03-30","MIA",75
"14523","2010-2011","2011-03-30","MIL",74
"14524","2010-2011","2011-03-30","MIN",75
"14525","2010-2011","2011-03-30","NOH",75
"14526","2010-2011","2011-03-30","NYK",75
"14527","2010-2011","2011-03-30","OKC",74
"14528","2010-2011","2011-03-30","ORL",75
"14529","2010-2011","2011-03-30","PHI",75
"14530","2010-2011","2011-03-30","PHO",74
"14531","2010-2011","2011-03-30","POR",75
"14532","2010-2011","2011-03-30","SAC",74
"14533","2010-2011","2011-03-30","TOR",74
"14534","2010-2011","2011-03-30","WAS",74
"14535","2010-2011","2011-03-31","BOS",74
"14536","2010-2011","2011-03-31","DAL",75
"14537","2010-2011","2011-03-31","LAL",74
"14538","2010-2011","2011-03-31","SAS",75
"14539","2010-2011","2011-04-01","ATL",76
"14540","2010-2011","2011-04-01","BOS",75
"14541","2010-2011","2011-04-01","BRK",75
"14542","2010-2011","2011-04-01","CHA",75
"14543","2010-2011","2011-04-01","CHI",75
"14544","2010-2011","2011-04-01","CLE",75
"14545","2010-2011","2011-04-01","DEN",75
"14546","2010-2011","2011-04-01","DET",75
"14547","2010-2011","2011-04-01","HOU",76
"14548","2010-2011","2011-04-01","IND",77
"14549","2010-2011","2011-04-01","LAC",76
"14550","2010-2011","2011-04-01","LAL",75
"14551","2010-2011","2011-04-01","MEM",76
"14552","2010-2011","2011-04-01","MIA",76
"14553","2010-2011","2011-04-01","MIL",75
"14554","2010-2011","2011-04-01","MIN",76
"14555","2010-2011","2011-04-01","NOH",76
"14556","2010-2011","2011-04-01","OKC",75
"14557","2010-2011","2011-04-01","ORL",76
"14558","2010-2011","2011-04-01","PHI",76
"14559","2010-2011","2011-04-01","PHO",75
"14560","2010-2011","2011-04-01","POR",76
"14561","2010-2011","2011-04-01","SAC",75
"14562","2010-2011","2011-04-01","SAS",76
"14563","2010-2011","2011-04-01","UTA",76
"14564","2010-2011","2011-04-01","WAS",75
"14565","2010-2011","2011-04-02","CHI",76
"14566","2010-2011","2011-04-02","DAL",76
"14567","2010-2011","2011-04-02","GSW",77
"14568","2010-2011","2011-04-02","LAC",77
"14569","2010-2011","2011-04-02","MEM",77
"14570","2010-2011","2011-04-02","MIL",76
"14571","2010-2011","2011-04-02","MIN",77
"14572","2010-2011","2011-04-02","OKC",76
"14573","2010-2011","2011-04-02","PHI",77
"14574","2010-2011","2011-04-02","TOR",75
"14575","2010-2011","2011-04-03","ATL",77
"14576","2010-2011","2011-04-03","BOS",76
"14577","2010-2011","2011-04-03","BRK",76
"14578","2010-2011","2011-04-03","CHA",76
"14579","2010-2011","2011-04-03","CLE",76
"14580","2010-2011","2011-04-03","DAL",77
"14581","2010-2011","2011-04-03","DEN",76
"14582","2010-2011","2011-04-03","DET",76
"14583","2010-2011","2011-04-03","HOU",77
"14584","2010-2011","2011-04-03","IND",78
"14585","2010-2011","2011-04-03","LAL",76
"14586","2010-2011","2011-04-03","MIA",77
"14587","2010-2011","2011-04-03","NOH",77
"14588","2010-2011","2011-04-03","NYK",76
"14589","2010-2011","2011-04-03","ORL",77
"14590","2010-2011","2011-04-03","PHO",76
"14591","2010-2011","2011-04-03","POR",77
"14592","2010-2011","2011-04-03","SAC",76
"14593","2010-2011","2011-04-03","SAS",77
"14594","2010-2011","2011-04-03","TOR",76
"14595","2010-2011","2011-04-03","UTA",77
"14596","2010-2011","2011-04-03","WAS",76
"14597","2010-2011","2011-04-05","ATL",78
"14598","2010-2011","2011-04-05","BOS",77
"14599","2010-2011","2011-04-05","BRK",77
"14600","2010-2011","2011-04-05","CHA",77
"14601","2010-2011","2011-04-05","CHI",77
"14602","2010-2011","2011-04-05","CLE",77
"14603","2010-2011","2011-04-05","DEN",77
"14604","2010-2011","2011-04-05","DET",77
"14605","2010-2011","2011-04-05","GSW",78
"14606","2010-2011","2011-04-05","HOU",78
"14607","2010-2011","2011-04-05","LAC",78
"14608","2010-2011","2011-04-05","LAL",77
"14609","2010-2011","2011-04-05","MEM",78
"14610","2010-2011","2011-04-05","MIL",77
"14611","2010-2011","2011-04-05","MIN",78
"14612","2010-2011","2011-04-05","NYK",77
"14613","2010-2011","2011-04-05","OKC",77
"14614","2010-2011","2011-04-05","ORL",78
"14615","2010-2011","2011-04-05","PHI",78
"14616","2010-2011","2011-04-05","PHO",77
"14617","2010-2011","2011-04-05","POR",78
"14618","2010-2011","2011-04-05","SAC",77
"14619","2010-2011","2011-04-05","SAS",78
"14620","2010-2011","2011-04-05","TOR",77
"14621","2010-2011","2011-04-05","UTA",78
"14622","2010-2011","2011-04-05","WAS",77
"14623","2010-2011","2011-04-06","BRK",78
"14624","2010-2011","2011-04-06","CHA",78
"14625","2010-2011","2011-04-06","CLE",78
"14626","2010-2011","2011-04-06","DAL",78
"14627","2010-2011","2011-04-06","DEN",78
"14628","2010-2011","2011-04-06","DET",78
"14629","2010-2011","2011-04-06","GSW",79
"14630","2010-2011","2011-04-06","HOU",79
"14631","2010-2011","2011-04-06","IND",79
"14632","2010-2011","2011-04-06","LAC",79
"14633","2010-2011","2011-04-06","LAL",78
"14634","2010-2011","2011-04-06","MIA",78
"14635","2010-2011","2011-04-06","MIL",78
"14636","2010-2011","2011-04-06","MIN",79
"14637","2010-2011","2011-04-06","NOH",78
"14638","2010-2011","2011-04-06","NYK",78
"14639","2010-2011","2011-04-06","OKC",78
"14640","2010-2011","2011-04-06","ORL",79
"14641","2010-2011","2011-04-06","PHI",79
"14642","2010-2011","2011-04-06","PHO",78
"14643","2010-2011","2011-04-06","SAC",78
"14644","2010-2011","2011-04-06","SAS",79
"14645","2010-2011","2011-04-06","TOR",78
"14646","2010-2011","2011-04-06","WAS",78
"14647","2010-2011","2011-04-07","BOS",78
"14648","2010-2011","2011-04-07","CHI",78
"14649","2010-2011","2011-04-07","POR",79
"14650","2010-2011","2011-04-07","UTA",79
"14651","2010-2011","2011-04-08","ATL",79
"14652","2010-2011","2011-04-08","BOS",79
"14653","2010-2011","2011-04-08","BRK",79
"14654","2010-2011","2011-04-08","CHA",79
"14655","2010-2011","2011-04-08","CHI",79
"14656","2010-2011","2011-04-08","CLE",79
"14657","2010-2011","2011-04-08","DAL",79
"14658","2010-2011","2011-04-08","DEN",79
"14659","2010-2011","2011-04-08","DET",79
"14660","2010-2011","2011-04-08","IND",80
"14661","2010-2011","2011-04-08","LAC",80
"14662","2010-2011","2011-04-08","LAL",79
"14663","2010-2011","2011-04-08","MEM",79
"14664","2010-2011","2011-04-08","MIA",79
"14665","2010-2011","2011-04-08","MIL",79
"14666","2010-2011","2011-04-08","NOH",79
"14667","2010-2011","2011-04-08","NYK",79
"14668","2010-2011","2011-04-08","OKC",79
"14669","2010-2011","2011-04-08","PHI",80
"14670","2010-2011","2011-04-08","PHO",79
"14671","2010-2011","2011-04-08","POR",80
"14672","2010-2011","2011-04-08","SAC",79
"14673","2010-2011","2011-04-08","TOR",79
"14674","2010-2011","2011-04-08","WAS",79
"14675","2010-2011","2011-04-09","ATL",80
"14676","2010-2011","2011-04-09","CLE",80
"14677","2010-2011","2011-04-09","DEN",80
"14678","2010-2011","2011-04-09","HOU",80
"14679","2010-2011","2011-04-09","LAC",81
"14680","2010-2011","2011-04-09","MIL",80
"14681","2010-2011","2011-04-09","MIN",80
"14682","2010-2011","2011-04-09","SAS",80
"14683","2010-2011","2011-04-09","UTA",80
"14684","2010-2011","2011-04-09","WAS",80
"14685","2010-2011","2011-04-10","BOS",80
"14686","2010-2011","2011-04-10","BRK",80
